ID,Comments
1856,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
1198,Asking for a change of address and wants to switch plans. Transeffered him to customer care.
3362,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3161,I needed a handset which also functioned as a PDA. You did not offer such a model.
898,Wants to change address.
2649,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
778,He asked us to please take him off the outbound call list. In addition wants to change rate plan at the end of the year.
23,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1025,Asked about how to change his ring tones. Referred him to web site.
2931,The clearity of the calls was bad. Way too much static on the handset.
633,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2621,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
887,Wanted more information on the family plan. Also asked about how he could use call screening.
3092,Asked how to disable call waiting. referred him to web site.
335,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
3486,Asked about how to change his ring tones. Referred him to web site.
2999,Asked about how to change his ring tones. Referred him to web site.
1728,Wanted to know the nearest store location. Wants to buy additional accessories.
3322,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1589,He asked for a new phone number. I referred him to customer care.
257,I had a terrible time with the handset. It really did not work well.
2998,Asked about how to change his ring tones. Referred him to web site.
2416,Wanted to know the nearest store location. Wants to buy additional accessories.
3259,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
228,Wanted to know the nearest store location. Wants to buy additional accessories.
2852,Said his battery never has worked well. Wants a new phone ASAP.
2591,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
1974,Wants to know how to do text messaging. Referred him to web site.
3704,Wants to know how to do text messaging. Referred him to web site.
1452,Asked about how to change his ring tones. Referred him to web site.
2720,Wants information on our Internet service. Referred him to web site.
2536,Really is unhappy with the website. Claims the self service stuff does not work.
1394,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
2315,Asked how to disable call waiting. referred him to web site.
3189,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
329,Said his battery never has worked well. Wants a new phone ASAP.
3640,Hopes to get an additonal line working by the end of the week for his wife.
1101,Said his battery never has worked well. Wants a new phone ASAP.
3719,He expected significantly better Technical Support.
2597,Wants to change address.
1786,He claims his bill always seemed to have calls he did not make.
2995,Asked about how to change his ring tones. Referred him to web site.
2794,Wanted to know the nearest store location. Wants to buy additional accessories.
246,Wanted to know the nearest store location. Wants to buy additional accessories.
2300,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3424,"He hates his phone. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car"
3106,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
1363,Handset sucked
3418,Wanted to know the nearest store location. Wants to buy additional accessories.
721,Wanted to know the nearest store location. Wants to buy additional accessories.
1255,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
203,He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.
1799,Wants to know when we will unlimited Internet minutes.
749,Wanted to know the nearest store location. Wants to buy additional accessories.
478,Really is unhappy with the website. Claims the self service stuff does not work.
422,Asked about how to change his ring tones. Referred him to web site.
878,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
3222,Wants to add another phone. Contacting provisioning.
2575,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3717,He expected significantly better Technical Support.
1157,He found a better rate and no contract. He said he cold not wait until his contract expired.
180,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
901,Wants to know how to do text messaging. Referred him to web site.
2428,"He hates his phone. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car"
1020,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
793,Your customer handset was really bad. I had to wait forever to get help.
784,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since we can not keep our end of t
2093,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1059,Said his battery never has worked well. Wants a new phone ASAP.
1443,Asked about how to change his ring tones. Referred him to web site.
2183,Wanted more information on the family plan. Also asked about how he could use call screening.
1848,Lost the directions to phone and wants another manual. I referred him to web site.
2000,Wants to change address.
748,Wanted to know the nearest store location. Wants to buy additional accessories.
755,Wanted to know the nearest store location. Wants to buy additional accessories.
533,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1084,I expected significantly better Technical Support.
1765,Wanted to know the nearest store location. Wants to buy additional accessories.
1826,He does not know if the problems are related to the phone or if it is just the battery.
2507,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2913,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1785,Wanted to know the nearest store location. Wants to buy additional accessories.
3582,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3321,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3522,Needed help figuring out his bill. I explained our minute charges.
3715,He expected significantly better Technical Support.
2097,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2807,Asked about how to change his ring tones. Referred him to web site.
2492,Asked about how to change his ring tones. Referred him to web site.
2750,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2289,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
3413,Wanted to know the nearest store location. Wants to buy additional accessories.
2104,Hopes to get an additonal line working by the end of the week for his wife.
981,Needed help figuring out his bill. I explained our minute charges.
2264,Called about new plan. Might switch soon. Wants more minutes.
3226,Wants information on our Internet service. Referred him to web site.
2531,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.
2576,Asked how to disable call waiting. referred him to web site.
2063,Asked how to disable call waiting. referred him to web site.
3104,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
554,He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.
2886,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
242,Wanted to know the nearest store location. Wants to buy additional accessories.
3701,He expected significantly better Technical Support.
2581,Asked how to disable call waiting. referred him to web site.
934,Asked about how to change his ring tones. Referred him to web site.
2527,Needed help figuring out his bill. I explained our minute charges.
3038,Really is unhappy with the website. Claims the self service stuff does not work.
2004,Wants to change address.
3469,Wants information on our Internet service. Referred him to web site.
2328,Wants to change address.
3695,Wants to know how to do text messaging. Referred him to web site.
388,Wants to know how to do text messaging. Referred him to web site.
1134,Wants to change address.
356,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
2894,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1359,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
3645,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
849,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
267,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?
744,I suspect that the handset on my phone was defective from the day I bought it.
3641,Hopes to get an additonal line working by the end of the week for his wife.
2795,Wanted to know the nearest store location. Wants to buy additional accessories.
484,Really is unhappy with the website. Claims the self service stuff does not work.
3555,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
124,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3713,Wants information on our Internet service. Referred him to web site.
2509,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2470,Wants to add another phone. Contacting provisioning.
194,Wanted to know the nearest store location. Wants to buy additional accessories.
1285,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
401,Wants to know how to do text messaging. Referred him to web site.
2858,Said his battery never has worked well. Wants a new phone ASAP.
2681,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
2015,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.
800,transferred to manager ASAP
3544,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
875,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
174,Asking for a change of address and wants to switch plans. Transeffered him to customer care.
3325,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1286,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
237,Wanted to know the nearest store location. Wants to buy additional accessories.
753,Wanted to know the nearest store location. Wants to buy additional accessories.
1656,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1468,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2274,Wanted to know the nearest store location. Wants to buy additional accessories.
2613,Said his battery never has worked well. Wants a new phone ASAP.
2648,Wants to add another phone. Contacting provisioning.
3779,Wanted to know the nearest store location. Wants to buy additional accessories.
3752,Called about new plan. Might switch soon. Wants more minutes.
2248,Called about new plan. Might switch soon. Wants more minutes.
2259,Needed help figuring out his bill. I explained our minute charges.
939,Asked about how to change his ring tones. Referred him to web site.
1242,I needed a handset which also functioned as a PDA. You did not offer such a model.
1466,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2865,Said his battery never has worked well. Wants a new phone ASAP.
1678,Hopes to get an additonal line working by the end of the week for his wife.
1485,Wants to change address.
636,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2605,Said his battery never has worked well. Wants a new phone ASAP.
3599,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1967,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
606,He expected significantly better Technical Support.
710,Wants information on our Internet service. Referred him to web site.
3204,Wanted more information on the family plan. Also asked about how he could use call screening.
1601,Claims the phone does not work well. If the phone does not work consistently why should he pay consisitently. Good point.
847,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
1490,Wants to change address.
3611,Wanted to know the nearest store location. Wants to buy additional accessories.
706,Wanted to know the nearest store location. Wants to buy additional accessories.
2030,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3000,Asked about how to change his ring tones. Referred him to web site.
276,"The customer wold like to change his address, and complained this should be significantly easier. I am not sure what he means by self service. He also thought the phone sucked."
1486,Wants to add additional lines for family. Needs more info on rates.
468,Wants to change address.
3064,Wanted to know the nearest store location. Wants to buy additional accessories.
620,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
762,He claims his bill always seemed to have calls he did not make.
2845,Asked how to disable call waiting. referred him to web site.
1204,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
313,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
3668,"He hates his phone. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car"
450,Called about new plan. Might switch soon. Wants more minutes.
1611,He asked for a new phone number. I referred him to customer care.
2286,Wanted to know the nearest store location. Wants to buy additional accessories.
2988,Wants a new faceplate.
1962,Asked about how to change his ring tones. Referred him to web site.
87,He expected significantly better Technical Support.
1249,Is it possible that the handset is causing brain cancer. I heard about this from the news.
407,Wants information on our Internet service. Referred him to web site.
935,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
440,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3244,Asked about how to change his ring tones. Referred him to web site.
3326,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3709,He expected significantly better Technical Support.
2362,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2003,Wants to change address.
535,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1320,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3285,Called about new plan. Might switch soon. Wants more minutes.
510,Wanted to know the nearest store location. Wants to buy additional accessories.
1302,Said his battery never has worked well. Wants a new phone ASAP.
580,Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
1310,transferred to manager ASAP
3632,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
458,Wants to change address.
868,"Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition, he thinks that the reception in many of the cities he travels to is inadequate."
1193,Needed help figuring out his bill. I explained our minute charges.
477,Needed help figuring out his bill. I explained our minute charges.
1416,Wants to know how to do text messaging. Referred him to web site.
1464,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1502,Really is unhappy with the website. Claims the self service stuff does not work.
1780,Phone sucked
2668,Wanted to know the nearest store location. Wants to buy additional accessories.
3824,Said his battery never has worked well. Wants a new phone ASAP.
236,Wanted to know the nearest store location. Wants to buy additional accessories.
829,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
1772,Wanted to know the nearest store location. Wants to buy additional accessories.
650,Wants to change address.
263,Wants to know when we will unlimited Internet minutes.
955,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3495,Wants to know how to do text messaging. Referred him to web site.
2176,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
3158,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2294,Asked about how to change his ring tones. Referred him to web site.
982,Needed help figuring out his bill. I explained our minute charges.
1788,The handset reception was worse than abysmal.
1141,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2804,Wanted to know the nearest store location. Wants to buy additional accessories.
1418,Wants a new faceplate.
1591,He asked for a new phone number. I referred him to customer care.
130,"This customer was very unhappy. He said he will not pay until we get him a new phone. Furthermore, he sees no reason why he should pay for a service that did not work."
1385,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
840,He asked for a new phone number. I referred him to customer care.
3171,Wanted to know the nearest store location. Wants to buy additional accessories.
110,Wants to change address.
78,He asked for a new phone number. I referred him to customer care.
1927,Wants a new faceplate.
3082,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2338,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2191,Wants a new faceplate.
2559,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
3728,He expected significantly better Technical Support.
3607,Lost his charger and wants to know where he can another ASAP. I suggested local store.
2499,Wants to know how to do text messaging. Referred him to web site.
818,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
1533,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
302,Asked about how to change his ring tones. Referred him to web site.
3196,cant figure out how to check his vm when out of area. I referred him to our web site.
1849,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
3349,Wants to change address.
3400,Wants to add another phone. Contacting provisioning.
2282,Wanted to know the nearest store location. Wants to buy additional accessories.
3306,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
586,Really wants the new phone from XVYX which has the PDA built in.
1578,He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.
2635,Hopes to get an additonal line working by the end of the week for his wife.
957,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3412,Wanted to know the nearest store location. Wants to buy additional accessories.
1518,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3674,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
3384,Needed help figuring out his bill. I explained our minute charges.
1144,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1559,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2442,He asked for a new phone number. I referred him to customer care.
2752,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3512,Called about new plan. Might switch soon. Wants more minutes.
3401,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2351,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
481,Called about new plan. Might switch soon. Wants more minutes.
40,Said his battery never has worked well. Wants a new phone ASAP.
548,Said his battery never has worked well. Wants a new phone ASAP.
14,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1120,He expected significantly better Technical Support.
1705,Needed help figuring out his bill. I explained our minute charges.
3206,Wants to know how to do text messaging. Referred him to web site.
3650,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2604,Said his battery never has worked well. Wants a new phone ASAP.
1773,Wanted to know the nearest store location. Wants to buy additional accessories.
2167,Lost the directions to phone and wants another manual. I referred him to web site.
1408,Handset sucked
1005,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1994,Wants to change address.
2119,Needed help figuring out his bill. I explained our minute charges.
244,Phone sucked
508,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2151,Wanted to know the nearest store location. Wants to buy additional accessories.
2013,Needed help figuring out his bill. I explained our minute charges.
3450,Wants to know how to do text messaging. Referred him to web site.
1406,He found a better rate and no contract. He said he cold not wait until his contract expired.
2262,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.
2473,Wants information on our Internet service. Referred him to web site.
1132,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3513,Called about new plan. Might switch soon. Wants more minutes.
1230,Wants to add another phone. Contacting provisioning.
3731,Asked about how to change his ring tones. Referred him to web site.
2162,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.
3024,Called about new plan. Might switch soon. Wants more minutes.
3438,He asked for a new phone number. I referred him to customer care.
1743,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
85,Really wants the new phone from XVYX which has the PDA built in.
2280,Wanted to know the nearest store location. Wants to buy additional accessories.
1657,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2718,Wants information on our Internet service. Referred him to web site.
2702,Wants to know how to do text messaging. Referred him to web site.
405,Needed help figuring out his bill. I explained our minute charges.
2155,Wanted to know the nearest store location. Wants to buy additional accessories.
1940,Wants to add another phone. Contacting provisioning.
2182,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1769,The signal on my handset was always weak. Even when I replaced the battery.
1576,Said his battery never has worked well. Wants a new phone ASAP.
736,The handset really sucked. I could not hear anything near my house.
3039,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.
1128,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
1428,Wants to add another phone. Contacting provisioning.
2009,Needed help figuring out his bill. I explained our minute charges.
1542,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
404,Wants to add another phone. Contacting provisioning.
3659,Wanted to know the nearest store location. Wants to buy additional accessories.
926,Wants a new faceplate.
3811,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
848,cant figure out how to check his vm when out of area. I referred him to our web site.
3663,The clearity of the calls was bad. Way too much static on the handset.
2253,Wants to change address.
814,Asked about how to change his ring tones. Referred him to web site.
3801,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
861,Handset sucked
1323,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3169,Wanted to know the nearest store location. Wants to buy additional accessories.
2005,Needed help figuring out his bill. I explained our minute charges.
3183,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.
326,transferred to manager ASAP
1842,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
2011,Needed help figuring out his bill. I explained our minute charges.
746,Wanted to know the nearest store location. Wants to buy additional accessories.
855,Does not like the way the phone works. It is to difficult compared to his last phone.
260,I expected significantly better service.
2008,Needed help figuring out his bill. I explained our minute charges.
2921,I suspect that the handset on my phone was defective from the day I bought it.
3328,Asked how to disable call waiting. referred him to web site.
1573,Said his battery never has worked well. Wants a new phone ASAP.
127,Lost his charger and wants to know where he can another ASAP. I suggested local store.
499,Wanted to know the nearest store location. Wants to buy additional accessories.
3580,Asked how to disable call waiting. referred him to web site.
1244,The handset really sucked. I could not hear anything near my house.
681,Needed help figuring out his bill. I explained our minute charges.
2438,Wanted to know the nearest store location. Wants to buy additional accessories.
2239,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
38,Said his battery never has worked well. Wants a new phone ASAP.
1306,Said his battery never has worked well. Wants a new phone ASAP.
1918,He found a better rate and no contract. He said he cold not wait until his contract expired.
858,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
1184,Wanted to know the nearest store location. Wants to buy additional accessories.
370,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
2645,Hopes to get an additonal line working by the end of the week for his wife.
2616,Hopes to get an additonal line working by the end of the week for his wife.
3051,Wanted to know the nearest store location. Wants to buy additional accessories.
243,Wanted to know the nearest store location. Wants to buy additional accessories.
220,The handset really sucked. I could not hear anything near my house.
2777,Called about new plan. Might switch soon. Wants more minutes.
332,Called to change his address and see if he could get a new number since he is moving to a different city.
565,He asked for a new phone number. I referred him to customer care.
3190,Wanted to know the nearest store location. Wants to buy additional accessories.
1265,Wanted to know the nearest store location. Wants to buy additional accessories.
29,Asked how to disable call waiting. referred him to web site.
3825,Said his battery never has worked well. Wants a new phone ASAP.
1262,Wanted to know the nearest store location. Wants to buy additional accessories.
1330,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
2630,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
472,Needed help figuring out his bill. I explained our minute charges.
1032,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
222,The handset really sucked. I could not hear anything near my house.
2458,Wants to know how to do text messaging. Referred him to web site.
2378,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2802,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2223,Asked about how to change his ring tones. Referred him to web site.
726,"He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame. He was replaced it, but still has the same problem."
834,transferred to manager ASAP
1696,Wanted to know the nearest store location. Wants to buy additional accessories.
249,Wanted to know the nearest store location. Wants to buy additional accessories.
2951,Called to change his address and see if he could get a new number since he is moving to a different city.
2136,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2539,Wanted to know the nearest store location. Wants to buy additional accessories.
2052,Wants to get an additional line working by the end of the week for his goat.
65,Claims the phone does not work well. If the phone does not work consistently why should he pay consisitently. Good point.
2671,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
3347,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
337,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
1742,Wants to add another phone. Contacting provisioning.
1512,Wanted to know the nearest store location. Wants to buy additional accessories.
2637,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
1958,Asked about how to change his ring tones. Referred him to web site.
1238,"He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame. He was replaced it, but still has the same problem."
1271,The clearity of the calls was bad. Way too much static on the handset.
1403,He found a better rate and no contract. He said he cold not wait until his contract expired.
1957,Asked about how to change his ring tones. Referred him to web site.
3662,Wanted to know the nearest store location. Wants to buy additional accessories.
2939,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.
2966,Wants to know how to do text messaging. Referred him to web site.
3808,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
608,He expected significantly better Technical Support.
3483,Asked about how to change his ring tones. Referred him to web site.
1519,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
941,Asked about how to change his ring tones. Referred him to web site.
2856,Said his battery never has worked well. Wants a new phone ASAP.
2232,Wants to know how to do text messaging. Referred him to web site.
2774,Really is unhappy with the website. Claims the self service stuff does not work.
1312,transferred to manager ASAP
349,Handset sucked
3822,Said his battery never has worked well. Wants a new phone ASAP.
331,transferred to manager ASAP
288,transferred to manager ASAP
2731,Asked about how to change his ring tones. Referred him to web site.
315,Wanted to know the nearest store location. Wants to buy additional accessories.
295,He does not know if the problems are related to the phone or if it is just the battery.
1607,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
241,Wanted to know the nearest store location. Wants to buy additional accessories.
3145,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
3602,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2040,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
996,Really is unhappy with the website. Claims the self service stuff does not work.
2622,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
851,Handset sucked
2786,Wanted to know the nearest store location. Wants to buy additional accessories.
882,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
1463,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1258,Wanted to know the nearest store location. Wants to buy additional accessories.
1413,Wants to know how to do text messaging. Referred him to web site.
2735,Asked about how to change his ring tones. Referred him to web site.
3569,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1047,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
492,Wanted to know the nearest store location. Wants to buy additional accessories.
2695,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1355,transferred to manager ASAP
1276,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2734,Asked about how to change his ring tones. Referred him to web site.
1317,Said his battery never has worked well. Wants a new phone ASAP.
2169,Wanted to know the nearest store location. Wants to buy additional accessories.
2415,Wanted to know the nearest store location. Wants to buy additional accessories.
785,"His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point."
3066,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
1846,He does not know if the problems are related to the phone or if it is just the battery.
2965,Wants a new faceplate.
2615,Wanted to know the nearest store location. Wants to buy additional accessories.
3766,Needed help figuring out his bill. I explained our minute charges.
1275,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
109,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
1222,Wants information on our Internet service. Referred him to web site.
3081,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
536,Asked how to disable call waiting. referred him to web site.
672,Wanted to know the nearest store location. Wants to buy additional accessories.
1910,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3488,Asked about how to change his ring tones. Referred him to web site.
1950,Wants a new faceplate.
1105,Said his battery never has worked well. Wants a new phone ASAP.
3594,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
431,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1868,Called to change his address and see if he could get a new number since he is moving to a different city.
2060,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2363,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1841,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
3197,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
3770,Really is unhappy with the website. Claims the self service stuff does not work.
2454,Wants to know how to do text messaging. Referred him to web site.
1978,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3675,He expected significantly better Technical Support.
497,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3596,Wants to add additional lines for family. Needs more info on rates.
333,transferred to manager ASAP
2627,Wanted to know the nearest store location. Wants to buy additional accessories.
2772,Needed help figuring out his bill. I explained our minute charges.
3551,Wanted to know the nearest store location. Wants to buy additional accessories.
1061,Said his battery never has worked well. Wants a new phone ASAP.
3660,Wanted to know the nearest store location. Wants to buy additional accessories.
3311,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
