ID,Sex,Status,Children,Est_Income,Car_Owner,Usage,Age,RatePlan,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,TARGET
939,F,M,2,98003.7,Y,84.42,26.273333,3,1.03,0,83.39,0,CC,FreeLocal,Intnl_discount,Current
940,M,S,0,89142.7,N,16.91,53.693333,4,3.76,8.13,5.01,0,CC,Budget,Intnl_discount,Cancelled
941,F,S,0,74530.8,N,127.89,63.086667,3,20.89,0.49,106.5,0,Auto,FreeLocal,Intnl_discount,Current
943,F,S,0,40120,N,265.78,22,3,30,0,262.91,0,CC,Budget,Standard,Cancelled
948,F,M,2,76289.2,N,104.63,48.206667,3,22.2,0,82.43,0,CC,Budget,Intnl_discount,Current
950,M,M,1,66931.9,N,17.46,63.933333,3,11.72,0.39,5.35,0,CC,Budget,Standard,Cancelled
951,F,D,0,40120,Y,108.3,21,2,40,0,99.73,0,CC,FreeLocal,Standard,Cancelled
952,F,M,1,40120,N,48.08,22,4,26,0,26.78,0,Auto,FreeLocal,Intnl_discount,Cancelled
953,F,S,0,40120,N,168.28,24,3,27,0,154.77,0,CC,Budget,Intnl_discount,Cancelled
954,F,S,0,40120,N,65.79,24,2,26,0,61.44,0,CC,Budget,Standard,Cancelled
955,F,S,2,42000,N,41.78,23,4,33,0,35.73,0,Auto,Budget,Standard,Cancelled
956,F,S,0,40120,N,23.52,20,4,33,0,9.51,0,Auto,Budget,Intnl_discount,Cancelled
957,F,S,2,40120,N,62.95,22,2,37,2.22,38.18,0,CC,FreeLocal,Standard,Cancelled
958,F,S,1,40120,N,134.75,21,1,28.45,0,106.3,0,CC,Budget,Standard,Cancelled
962,F,M,2,90271.6,N,110.4,44.926667,1,13.96,0,96.43,0,CC,FreeLocal,Standard,Current
967,F,M,2,64816.6,Y,27.87,31.126667,4,21,0,6.87,0,CC,Budget,Standard,Cancelled
968,F,M,2,98217.1,N,42.74,44.98,4,29.49,0,13.24,0,CC,FreeLocal,Standard,Current
970,F,S,1,2929.13,N,102.23,53.506667,1,14,0,88.23,0,CH,Budget,Intnl_discount,Cancelled
972,F,M,2,41876.6,Y,139.44,44.093333,4,6.78,0,132.65,0,CC,FreeLocal,Standard,Current
973,M,M,0,96223.4,Y,18.18,64.76,3,11.81,0.63,5.73,0,CC,FreeLocal,Standard,Cancelled
974,F,S,0,15989.3,N,29.17,61.693333,3,3.67,0,25.49,1,CC,Budget,Intnl_discount,Cancelled
975,M,M,0,69168.4,Y,234.91,62.426667,3,14.16,6.01,214.73,0,CC,Budget,Standard,Cancelled
976,M,M,1,92148.5,Y,113.68,38,2,2,0,100.9,0,CC,Budget,Intnl_discount,Current
977,M,M,0,96681,Y,73.76,19.76,2,2,7.66,40.92,0,CC,Budget,Standard,Current
978,M,S,0,62705.9,Y,33.44,39,2,2,0,6.81,0,CC,FreeLocal,Intnl_discount,Current
979,M,S,0,80221.2,N,50.48,29.026667,2,2,0,49.56,0,Auto,FreeLocal,Standard,Current
980,M,S,0,84479.2,N,56.23,28,2,2,0,43.01,0,CC,FreeLocal,Standard,Current
981,F,M,2,64977.4,N,45.77,38.193333,3,28.11,0,17.66,0,CC,FreeLocal,Standard,Current
982,F,M,0,77994,N,102.02,50.553333,1,12.4,0,89.62,0,CH,FreeLocal,Standard,Current
983,M,M,2,90103.7,N,66.45,34.946667,4,12.23,8.87,45.34,0,CC,Budget,Intnl_discount,Current
984,F,M,0,59008.4,Y,31.59,30.18,1,12.86,0,18.73,0,CC,Budget,Standard,Cancelled
985,M,M,2,5265.35,N,31.1,52.873333,3,2.33,5.3,23.46,0,Auto,Budget,Intnl_discount,Current
986,M,S,1,84978.1,N,88.79,21.64,2,5.03,7.68,76.07,0,CH,FreeLocal,Intnl_discount,Current
987,F,M,2,36647.9,N,107.38,49.986667,4,21.41,0,85.96,0,CC,Budget,Intnl_discount,Current
988,F,S,0,64319.2,N,40.16,41.226667,1,3.01,0,37.15,0,CH,Budget,Intnl_discount,Cancelled
989,F,S,1,73338,N,29.93,48.246667,2,20.92,0,9.01,0,Auto,Budget,Intnl_discount,Current
990,F,S,0,433.74,N,44.22,60.746667,2,3.3,0,40.91,0,CC,FreeLocal,Standard,Cancelled
991,F,M,2,16962.2,N,27.57,45.36,2,18.6,0,8.96,0,CC,Budget,Standard,Current
993,M,M,2,10708.3,N,142.95,26.026667,1,20.83,4.85,117.26,0,CH,Budget,Intnl_discount,Current
996,F,M,0,2031.61,N,109.04,20.3,1,21.64,0,87.4,0,CC,Budget,Standard,Cancelled
1000,F,S,2,16938.5,N,22.11,52,3,13.35,0,8.76,0,CH,FreeLocal,Standard,Current
1003,F,M,0,55221,N,15.69,43,1,0.49,0,15.2,0,CC,FreeLocal,Standard,Current
1004,F,M,1,8073.11,N,89.05,46,4,28.7,0,60.35,0,Auto,FreeLocal,Standard,Current
1005,M,M,0,95448.6,Y,29.46,53.68,4,24.24,0,5.21,0,CH,Budget,Standard,Current
1006,M,S,1,24141.5,Y,125.87,17.006667,1,28.82,0,97.05,0,CC,FreeLocal,Standard,Cancelled
1007,M,S,2,63152.6,Y,70.01,63.173333,1,29.93,0,40.07,0,CC,Budget,Intnl_discount,Cancelled
1008,M,S,1,31952,N,4.87,34.266667,2,0,0,4.87,2,CC,Budget,Standard,Current
1009,M,S,2,72084.7,N,38.13,55.64,2,29.11,0,9.02,0,CC,Budget,Intnl_discount,Current
1010,F,S,0,42760.5,N,53.7,47,4,13.47,0,40.23,0,CC,Budget,Standard,Current
1011,F,S,1,49072,N,34.25,48,3,23.5,0,10.74,0,Auto,Budget,Intnl_discount,Current
1012,F,M,0,27371.8,Y,142.7,52.646667,3,16.14,0,126.55,0,CC,FreeLocal,Standard,Current
1016,M,M,1,71472.9,N,130.22,41.913333,1,16.02,0,114.2,0,CH,Budget,Standard,Cancelled
1017,F,M,0,95405.7,N,13.96,48,3,7.74,0,6.21,0,CC,Budget,Standard,Current
1018,F,S,0,95786.8,Y,108.79,52.646667,1,21.33,0,87.46,0,CC,Budget,Standard,Current
1020,M,S,0,90321.6,N,12.39,55.113333,3,0.87,0,11.52,0,CC,FreeLocal,Intnl_discount,Cancelled
1021,M,D,1,90478.6,N,154.49,54.553333,4,18.02,0,136.47,0,CC,FreeLocal,Standard,Cancelled
1022,F,M,2,56187,N,21.83,43,3,8.09,0,13.74,0,CH,Budget,Standard,Current
1023,M,M,1,28313.1,N,13.63,20.893333,2,6.89,0,6.74,0,CC,Budget,Standard,Current
1025,F,S,1,41000,N,229.64,24.393333,2,23.56,0,206.08,0,CC,Budget,Intnl_discount,Cancelled
1030,M,M,2,29616,N,75.29,49.426667,4,29.78,0,45.5,0,CH,FreeLocal,Standard,Current
1032,M,M,0,19732.8,N,47.25,50.673333,1,24.81,0,22.44,0,CC,FreeLocal,Standard,Current
1035,M,S,2,96.33,N,59.01,56.473333,3,26.13,0,32.88,1,CC,Budget,Standard,Current
1038,F,M,2,52004.8,N,28.14,25.14,2,5.03,0,23.11,0,CH,Budget,Intnl_discount,Current
1041,M,M,2,53010.8,N,58.87,18.84,4,12.45,0,46.42,4,CC,FreeLocal,Standard,Current
1042,M,M,0,75004.5,N,58.72,64.8,1,26.52,0,32.19,0,CC,Budget,Intnl_discount,Current
1045,M,M,0,19749.3,N,34.17,60.366667,2,20.22,0,13.94,0,CC,Budget,Standard,Current
1046,M,S,1,57626.9,Y,48.35,43.906667,1,9.38,0,38.96,0,CC,Budget,Standard,Current
1047,M,M,2,20078,N,15.98,32.846667,1,9.65,0,6.33,0,CC,Budget,Intnl_discount,Current
1048,F,M,2,47902,N,72.31,26.033333,3,17.44,4.94,49.92,1,Auto,FreeLocal,Standard,Current
1053,M,M,1,7545.96,Y,200.75,16.753333,2,22.39,0,178.36,0,CC,Budget,Standard,Cancelled
1059,F,S,0,78851.3,N,29.04,48.373333,3,0.37,0,28.66,0,CC,FreeLocal,Standard,Current
1060,F,S,1,17540.7,Y,36.2,62.786667,1,22.17,0.57,13.45,0,Auto,Budget,Standard,Cancelled
1061,F,M,0,83891.9,Y,74.4,61.02,4,28.92,0,45.47,0,CH,Budget,Standard,Cancelled
1062,F,M,2,28220.8,N,38.95,38.766667,4,26.49,0,12.46,0,CC,FreeLocal,Standard,Cancelled
1064,F,S,0,28589.1,N,100.28,15.6,1,13.19,0,87.09,0,CC,FreeLocal,Standard,Cancelled
1066,F,M,2,5237.63,N,78.02,48.753333,3,13.32,8.05,56.64,0,CC,Budget,Standard,Current
1069,M,S,2,89459.9,N,36.05,53.28,2,11.54,1.61,22.9,0,CC,FreeLocal,Standard,Cancelled
1072,F,S,1,13576.5,N,40.49,39.426667,4,14.83,0,25.66,0,CC,Budget,Standard,Cancelled
1073,F,S,0,81710.9,N,36.42,58.54,4,20.95,0,15.46,1,CC,FreeLocal,Standard,Current
1076,F,M,2,67388,N,96.33,53.12,4,4.79,0.5,91.04,1,CC,Budget,Standard,Cancelled
1077,F,M,1,57063,Y,98.1,52.333333,4,16.79,0,81.3,0,CH,Budget,Standard,Current
1078,F,M,2,84166.1,N,15.02,54.013333,1,3.28,0,11.74,1,CC,Budget,Standard,Cancelled
1079,F,S,0,45612.9,N,323.82,14.3,4,12.53,0,311.29,0,CC,Budget,Standard,Current
1084,F,S,1,7737.94,N,61.9,42.666667,4,11.05,0,50.84,0,CC,FreeLocal,Standard,Cancelled
1085,M,S,2,120000,N,314.62,42,2,21.37,0,293.24,0,CH,Budget,Standard,Cancelled
1086,F,M,2,45287.6,Y,2.97,29.026667,2,0,0,2.97,0,CC,Budget,Standard,Current
1087,F,M,2,59613.1,N,175.78,34.32,4,12.37,0,163.41,0,CC,Budget,Intnl_discount,Cancelled
1089,F,S,1,16326.7,N,1.34,50.613333,2,0,0,1.34,0,CC,FreeLocal,Intnl_discount,Cancelled
1092,F,S,2,9559.78,N,77.91,51.38,2,18.31,0,59.59,0,CC,FreeLocal,Standard,Cancelled
1095,F,M,2,42031.8,N,59.78,50.753333,4,20.45,0,39.33,0,CH,Budget,Intnl_discount,Current
1097,F,M,2,83284.1,Y,35.96,28.42,3,26.91,0,9.04,0,Auto,FreeLocal,Intnl_discount,Current
1098,M,M,1,39229.1,N,47.1,26.26,4,28.82,4.74,13.53,0,CC,Budget,Intnl_discount,Current
1099,F,D,1,68427.4,N,73.81,42.393333,1,23.76,0,50.05,0,Auto,FreeLocal,Standard,Current
1101,M,S,0,3601.71,N,125.6,49.266667,4,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,Cancelled
1103,F,S,0,98716.3,N,43.13,55.66,4,20.97,8.23,13.92,0,CC,FreeLocal,Standard,Cancelled
1104,F,S,2,66182.7,Y,58.87,62.48,4,11.7,0,47.17,0,Auto,Budget,Standard,Current
1105,F,M,2,84789.3,N,33.47,50.433333,4,14.22,8.8,10.45,0,CH,FreeLocal,Standard,Cancelled
1107,F,M,2,35976.5,Y,50.63,48.853333,4,18.85,0,31.78,0,Auto,FreeLocal,Intnl_discount,Cancelled
1108,F,M,0,32703.1,Y,72.89,64.92,4,16.8,0,56.09,0,CC,Budget,Intnl_discount,Cancelled
1110,F,M,2,8204.72,N,39.79,52.973333,2,15.59,0,24.19,0,CH,FreeLocal,Standard,Current
1111,M,M,1,97180.4,N,63.51,50.6,3,8.21,9.63,45.66,0,CC,FreeLocal,Standard,Cancelled
1112,F,M,0,80405.1,N,28.98,60.226667,4,2.91,8.95,17.11,0,CC,FreeLocal,Standard,Current
1113,F,S,2,38280,N,86.61,33.74,2,11.64,0,74.97,0,Auto,FreeLocal,Intnl_discount,Current
1114,M,S,0,64136.6,Y,142.37,61.106667,1,16.21,1,125.15,0,CC,FreeLocal,Intnl_discount,Cancelled
1116,F,M,2,45429.7,Y,97.74,61.713333,2,24.7,0,73.04,0,CH,FreeLocal,Standard,Cancelled
1118,F,S,0,25285.5,N,21.3,53.986667,3,9.37,0,11.93,0,CC,FreeLocal,Standard,Cancelled
1119,F,M,2,77551.1,Y,62.42,33.6,3,20.53,0,41.89,1,CC,Budget,Intnl_discount,Current
1120,F,M,0,38538.4,N,47.66,12.326667,1,22.86,8.32,16.48,0,CC,FreeLocal,Standard,Cancelled
1127,M,M,0,92881.8,N,93.57,21.38,2,2.15,6.12,85.29,0,CC,FreeLocal,Standard,Current
1128,M,S,2,43634.5,N,143.5,21.78,2,29.44,9.42,104.64,0,CC,Budget,Standard,Cancelled
1132,F,S,1,13109.1,N,62.87,62.606667,1,22.38,0,40.48,0,Auto,Budget,Standard,Cancelled
1133,M,S,1,92647.5,N,32.13,56.046667,2,16.04,5.74,10.34,0,CC,Budget,Standard,Cancelled
1134,M,S,2,21021.6,Y,14.95,62.753333,2,2,0,11.19,0,CC,Budget,Standard,Current
1135,M,S,0,74460.7,Y,206.46,55.34,2,25.53,0.99,179.93,0,CC,FreeLocal,Standard,Cancelled
1138,F,S,2,28787.4,N,86.06,41.666667,1,27.97,0,58.09,0,Auto,Budget,Standard,Cancelled
1141,M,M,1,13091.6,N,43.06,59.126667,4,22.79,0,20.26,0,CC,Budget,Intnl_discount,Current
1144,F,M,2,62061.8,Y,82.08,45.92,1,29.86,0,52.22,0,Auto,FreeLocal,Standard,Current
1145,F,M,1,20550.9,Y,85.64,22.12,1,27.72,0.86,57.06,0,CC,Budget,Standard,Cancelled
1148,M,M,2,1765.41,N,47.99,18.766667,4,3.04,0,44.95,0,CC,FreeLocal,Standard,Current
1151,F,S,2,19131.1,N,57.07,56.186667,2,22.15,0,34.91,0,Auto,Budget,Standard,Cancelled
1157,M,M,2,42750.3,Y,134.97,50.493333,2,20.59,1.97,112.4,0,Auto,Budget,Intnl_discount,Cancelled
1159,F,S,2,2842.55,N,0.79,45.92,4,0,0,0.79,0,Auto,Budget,Intnl_discount,Current
1160,M,M,2,22358.1,N,29.25,52.626667,3,15.54,1.52,12.19,0,CC,Budget,Standard,Current
1162,M,M,0,47870.8,Y,13.82,27.26,2,2,1.17,12.48,0,CC,FreeLocal,Standard,Current
1163,F,S,2,6440.46,Y,49.86,43,2,22.66,0,27.2,0,CH,Budget,Standard,Current
1164,F,S,0,7325.5,N,190.06,36.92,3,28.52,0,161.54,0,CC,FreeLocal,Intnl_discount,Cancelled
1166,M,M,2,28766.9,N,64.2,46.84,1,6.11,0,58.08,0,CC,Budget,Standard,Current
1171,M,S,0,72928.2,N,203.67,38.733333,2,7.45,0,196.22,0,CC,Budget,Standard,Current
1172,M,M,2,91272.2,Y,40,25.033333,1,26.99,0,13.01,0,CC,FreeLocal,Standard,Current
1178,M,S,0,65000,Y,137,52.266667,1,11.63,9.7,115.66,1,Auto,FreeLocal,Intnl_discount,Cancelled
1182,M,M,2,1406.05,Y,26.72,19.306667,1,11.55,0,15.17,0,CC,Budget,Standard,Current
1184,F,S,0,73228.3,N,50.58,46,3,22.47,0,28.11,0,Auto,Budget,Standard,Current
1185,F,S,2,76231.9,N,152.76,63.806667,3,2.01,0,150.75,0,Auto,FreeLocal,Standard,Current
1190,M,M,1,64792.3,N,51.41,52.146667,1,13.05,1.51,36.84,0,CH,FreeLocal,Standard,Current
1193,F,S,0,93322.1,Y,38.72,40.313333,1,29.92,0,8.79,0,CH,Budget,Intnl_discount,Cancelled
1198,M,M,1,63437.3,N,14.98,63.653333,4,0.68,3.35,10.94,0,CC,Budget,Intnl_discount,Cancelled
1202,M,M,2,49910.7,Y,51.14,51.52,4,27.42,0,23.72,0,CC,Budget,Standard,Current
1204,M,M,1,76161.4,Y,37.55,44.573333,3,11.96,0,25.58,0,CC,FreeLocal,Standard,Cancelled
1205,F,M,2,55860,Y,26.37,14.573333,1,16.01,0,10.35,0,CC,FreeLocal,Intnl_discount,Current
1206,F,S,1,12686,N,103.88,64.8,4,23.23,0,80.64,0,Auto,Budget,Standard,Cancelled
1214,M,M,2,57360.8,Y,67.61,53.253333,1,10.36,0,57.25,0,CC,FreeLocal,Standard,Current
1215,M,M,0,92414.7,Y,40.06,45.513333,1,29.43,0,10.62,0,CC,FreeLocal,Standard,Cancelled
1216,M,M,0,60102.7,N,72.29,42.14,3,9.84,0,62.44,1,CH,FreeLocal,Standard,Cancelled
1218,F,M,2,17888.7,N,361.88,52.646667,2,29.41,0,332.46,0,CC,Budget,Standard,Current
1219,F,S,1,12526.3,N,40.59,53.553333,3,11.72,0,28.86,0,CC,FreeLocal,Intnl_discount,Cancelled
1222,F,S,2,14578.8,Y,107.02,60.933333,1,11.91,0,95.1,0,Auto,Budget,Standard,Cancelled
1225,M,M,0,78572.2,Y,51.09,42.346667,1,21.81,0,29.28,1,CC,FreeLocal,Standard,Cancelled
1226,M,M,1,3933.74,N,57.67,17.86,2,9.75,0,47.91,0,CC,Budget,Intnl_discount,Current
1227,F,M,2,48238.8,N,191.32,34.706667,1,23.28,0,168.03,0,CC,FreeLocal,Standard,Current
1229,F,M,0,28770.9,N,49.6,12.34,3,27.99,5.32,16.27,0,CH,FreeLocal,Standard,Cancelled
1230,F,M,2,87578.2,Y,22.44,53.366667,4,0.29,0,22.15,0,CC,Budget,Standard,Current
1231,F,M,2,86695.4,N,58.03,13.906667,1,25.94,0,32.09,0,CC,FreeLocal,Standard,Current
1233,F,S,2,76791.2,N,43.71,43,3,20.71,0,23,0,CC,Budget,Intnl_discount,Current
1237,F,S,1,30763.8,Y,57.17,14.193333,3,21.32,0,35.85,0,CC,Budget,Standard,Cancelled
1238,F,M,2,3193.6,N,118.82,54.046667,3,4.19,0,114.62,1,CH,Budget,Standard,Current
1239,M,M,1,69680.9,N,39.8,15.846667,2,7.67,0,32.12,0,CC,FreeLocal,Intnl_discount,Current
1242,F,M,0,77000,N,119.82,63.353333,4,29.64,0,90.18,4,Auto,FreeLocal,Intnl_discount,Current
1243,M,D,0,2056.06,Y,58.8,18.94,3,24.07,6.98,27.75,0,Auto,Budget,Standard,Current
1244,F,M,2,7776.6,N,94.2,35.706667,1,25.87,0,68.33,0,CC,FreeLocal,Standard,Current
1245,M,M,1,2067.82,N,85.9,47.853333,4,15.25,0,70.65,0,CC,Budget,Intnl_discount,Current
1246,M,S,0,78000,N,20.74,46,4,4.58,7.66,8.49,0,CC,Budget,Standard,Cancelled
1248,F,M,2,69343.3,N,21.91,42.166667,1,6.36,0,15.54,0,CC,FreeLocal,Standard,Current
1249,F,M,0,83287,N,24.46,42,3,0.57,0,23.89,2,Auto,Budget,Standard,Current
1252,F,M,0,14932.5,N,11.42,70,3,4.91,0,6.5,0,CC,Budget,Intnl_discount,Current
1253,F,S,0,27498.1,N,12.08,70,2,2.2,0,9.88,0,CC,Budget,Intnl_discount,Current
1255,F,M,2,21419.9,N,129.51,59.833333,4,26.39,0,103.12,0,CC,FreeLocal,Standard,Current
1256,F,M,2,30665.2,Y,77.44,22.88,3,5.83,8.32,63.28,0,Auto,FreeLocal,Standard,Current
1257,F,M,1,68000,Y,37.04,44,1,6.08,0,30.95,0,Auto,FreeLocal,Intnl_discount,Current
1258,F,M,2,50561.3,N,129.91,62,3,16.6,0,113.31,1,CH,Budget,Standard,Current
1260,F,S,2,23464,Y,64.14,55,3,22.43,0,41.71,0,CC,Budget,Intnl_discount,Cancelled
1261,F,M,2,194.57,N,67.21,41,4,28.26,0,38.95,0,CC,FreeLocal,Standard,Current
1262,F,M,1,98680.4,Y,26.44,62,1,17.58,0,8.85,0,CH,FreeLocal,Intnl_discount,Current
1263,M,M,0,65619.7,Y,158.22,46,3,13.56,0,144.66,0,CC,Budget,Standard,Cancelled
1264,F,M,1,95620.3,Y,104.53,41,3,10.91,0,93.61,0,CC,Budget,Standard,Current
1265,F,D,1,85275,N,174.09,70,3,22.48,0,151.61,0,Auto,FreeLocal,Intnl_discount,Cancelled
1266,F,M,1,66921.4,Y,24.67,61,3,15.7,0,8.97,0,CC,FreeLocal,Intnl_discount,Current
1267,F,M,1,98453.6,Y,25.38,55,2,13.72,0,11.65,0,Auto,FreeLocal,Standard,Current
1268,F,M,2,94026.8,Y,35.63,27.746667,3,25,0,10.62,0,CC,FreeLocal,Intnl_discount,Current
1270,F,S,2,57420,Y,277.72,42,3,25.18,0,252.53,1,Auto,Budget,Standard,Current
1271,M,M,0,80000,N,34.35,56.193333,1,3.93,3.73,26.69,1,CC,FreeLocal,Standard,Cancelled
1273,M,M,2,47639.1,N,57.11,61,4,17.48,0,39.62,0,CC,Budget,Intnl_discount,Current
1274,F,M,2,63234.5,Y,1.16,52.36,4,0,0,1.16,0,CH,FreeLocal,Intnl_discount,Current
1275,F,S,2,46945,N,49.6,65,2,18.96,4.62,26.01,0,CC,Budget,Standard,Current
1276,M,M,0,3911.9,N,39.36,59,1,5.72,8.48,25.14,0,CC,Budget,Intnl_discount,Current
1277,F,M,0,71816.1,Y,51.83,60,4,26.57,0,25.26,0,CC,FreeLocal,Standard,Current
1278,F,M,2,18296.4,Y,10.47,42.626667,1,0.08,0,10.39,0,CC,FreeLocal,Standard,Current
1279,F,S,0,39461,N,126.68,22.226667,2,22.87,0.28,103.52,1,CC,FreeLocal,Standard,Cancelled
1280,F,M,1,71502.5,N,0.68,57,2,0,0,0.68,0,CC,FreeLocal,Standard,Current
1281,F,S,1,66000,N,86.12,52,4,22.82,0,63.29,0,Auto,FreeLocal,Standard,Cancelled
1282,F,M,1,95011.5,N,2.83,52,2,0,0,2.83,0,CC,FreeLocal,Standard,Current
1283,M,M,1,47371,Y,270.97,54.96,2,4.98,7.69,258.29,0,CC,Budget,Intnl_discount,Current
1284,F,M,2,52957,Y,151.32,39.746667,4,25.79,0,125.52,2,CH,FreeLocal,Standard,Current
1285,F,S,2,86747.1,N,57.4,64.853333,3,20.15,0,37.24,0,Auto,Budget,Standard,Current
1286,F,M,0,57942.4,N,124.69,50.313333,3,19.35,0,105.33,0,CH,Budget,Intnl_discount,Current
1287,F,M,1,87404.6,N,160.84,63.186667,4,21.63,0,139.2,0,Auto,Budget,Standard,Current
1288,M,S,2,20919,N,164.54,55,1,6.26,4.92,153.36,0,CC,FreeLocal,Intnl_discount,Current
1289,F,M,2,85394,Y,35.69,20.16,4,19.28,2.02,14.38,1,Auto,Budget,Intnl_discount,Current
1290,F,S,0,2121.36,N,38.8,39.786667,1,2.02,0,36.78,1,CC,FreeLocal,Standard,Cancelled
1291,F,M,2,63566.1,Y,73.03,56.3,3,7.94,0,65.09,0,CH,Budget,Intnl_discount,Current
1292,F,M,0,52089.6,N,23.87,48,2,10.81,0,13.05,0,CC,FreeLocal,Standard,Current
1293,F,S,1,58328.8,N,131.25,65,3,7.37,0,123.88,0,CC,FreeLocal,Standard,Current
1294,F,S,0,89813.6,N,166.18,12.846667,4,14.94,1.96,149.26,0,CC,FreeLocal,Intnl_discount,Current
1295,F,M,2,25738.4,N,48.67,50.08,2,19.88,9.57,19.2,0,CH,Budget,Standard,Current
1296,F,M,2,82644.2,Y,41.85,33.493333,2,21.97,0,19.88,0,CC,FreeLocal,Intnl_discount,Current
1297,F,S,1,27783.6,N,29.58,14.04,2,4.97,6.53,18.07,0,CC,FreeLocal,Standard,Cancelled
1298,F,S,1,86252.8,Y,45.44,59,4,1.46,0,43.97,0,CC,Budget,Standard,Current
1299,F,M,1,38738.3,N,59.73,60,1,11.55,0,48.18,0,CC,Budget,Intnl_discount,Current
1300,F,M,2,60485.5,N,40.41,41.666667,4,11.7,0,28.7,0,Auto,Budget,Intnl_discount,Current
1301,F,M,1,56722.8,N,74.77,60.593333,4,17.37,6.21,51.17,0,CC,FreeLocal,Standard,Cancelled
1302,F,M,0,55000,N,29.04,48.373333,4,0.37,0,28.66,0,CC,FreeLocal,Standard,Cancelled
1303,F,M,2,809.43,Y,2.89,31.913333,1,0,0,2.89,0,CH,FreeLocal,Intnl_discount,Cancelled
1304,M,S,1,76529.8,N,43.89,58.28,2,18.46,5.36,20.05,0,CC,Budget,Standard,Cancelled
1305,F,M,2,34577.7,N,145.75,63.253333,2,29.18,0,116.57,3,CH,Budget,Standard,Current
1306,M,M,0,23000,Y,74.4,61.02,4,28.92,0,45.47,0,CH,Budget,Standard,Cancelled
1307,F,M,0,77000,N,73.02,55,1,27.56,0,45.46,0,Auto,Budget,Standard,Current
1308,F,S,2,19008.4,Y,147.74,52.166667,1,10.54,0,137.19,0,CC,FreeLocal,Standard,Cancelled
1309,F,M,0,98056.3,N,150.67,55.966667,3,23.7,0,126.96,0,Auto,FreeLocal,Standard,Current
1310,M,M,0,73400,Y,2.21,53.213333,1,0,0,2.21,0,CH,Budget,Standard,Cancelled
1311,F,M,0,53432.2,Y,96.04,57,1,12.56,0,83.48,0,CH,FreeLocal,Standard,Current
1312,M,M,0,78894.2,N,46.65,52.74,3,2,1.41,43.23,0,CH,Budget,Intnl_discount,Cancelled
1313,M,S,1,16432.1,Y,109.78,20.92,3,20.41,8.89,80.47,0,CH,Budget,Intnl_discount,Cancelled
1314,M,M,0,62797.9,N,68.09,54.446667,3,8.32,4.28,55.48,0,CH,Budget,Intnl_discount,Cancelled
1315,M,S,1,71329.9,Y,63.75,42.233333,1,14.27,3.55,45.92,0,CC,Budget,Standard,Cancelled
1316,F,S,0,91498.9,N,46.88,52,2,21.52,0,25.35,0,CC,Budget,Standard,Current
1317,M,S,0,3601.71,N,125.6,49.266667,4,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,Cancelled
1318,F,S,1,33084.3,Y,125.05,50.313333,1,19.77,0,105.28,0,CH,Budget,Standard,Current
1319,F,S,0,20913.6,N,95.93,53.013333,1,22.99,7.16,65.77,0,CC,FreeLocal,Standard,Cancelled
1320,M,M,0,62724.5,Y,82.69,55,4,21.99,8.29,52.4,0,Auto,FreeLocal,Standard,Current
1321,F,S,1,49553.9,Y,78.54,48,1,29.94,0,48.6,0,CC,FreeLocal,Standard,Current
1322,F,S,1,540.4,Y,20.1,39.213333,4,12.34,0,7.75,0,Auto,Budget,Intnl_discount,Cancelled
1323,F,M,0,57255.4,N,107.41,27,1,27.05,1.98,78.37,1,CC,FreeLocal,Standard,Cancelled
1324,F,S,1,71941.5,Y,103.21,45,3,7.99,7.34,87.88,0,CH,FreeLocal,Standard,Current
1325,F,S,2,72583,Y,41.3,22,2,5.97,8.21,27.12,1,CH,FreeLocal,Standard,Cancelled
1326,M,M,2,67339.8,N,81.72,17.006667,3,27.83,5.19,48.69,0,CC,FreeLocal,Intnl_discount,Current
1327,F,M,1,88759.5,N,143.93,60,2,29.3,0,114.62,1,CC,FreeLocal,Standard,Current
1328,M,M,1,75799.9,N,94.06,46.38,2,22.24,7.02,64.8,0,CC,FreeLocal,Intnl_discount,Cancelled
1329,F,S,2,15688.5,N,22.42,53.06,1,14.39,0,8.03,0,CC,Budget,Standard,Cancelled
1330,F,S,0,43382.3,N,138.37,16.073333,4,29.67,8.76,99.94,0,CH,FreeLocal,Standard,Cancelled
1331,M,S,0,2805.01,Y,38.08,25,1,19.93,6.46,11.68,0,CC,FreeLocal,Intnl_discount,Cancelled
1332,F,S,0,5185.31,N,52.9,62.053333,3,16.39,5.99,30.51,0,CC,FreeLocal,Intnl_discount,Cancelled
1333,F,S,0,42000,N,134.45,16.06,2,26.01,0,108.44,0,CC,Budget,Standard,Cancelled
1334,F,S,0,38000,N,106.53,22.433333,2,22.96,8.28,75.27,0,CH,Budget,Intnl_discount,Cancelled
1335,F,M,1,81641.2,Y,98.76,19,2,13.93,6.61,78.21,0,CC,FreeLocal,Standard,Cancelled
1336,F,M,2,80087.7,N,31.56,41.92,4,8.74,0,22.82,0,CC,FreeLocal,Standard,Current
1337,F,M,2,59691.3,N,278.65,38.04,3,21.94,0,256.7,0,CC,Budget,Standard,Cancelled
1339,F,S,2,11251.1,Y,141.91,43,2,28.42,0,113.48,0,CC,FreeLocal,Standard,Cancelled
1341,M,M,0,70908.7,N,55.47,49.62,1,7.7,4.55,43.2,0,CC,FreeLocal,Standard,Cancelled
